DateTime,Active_power,Reactive_power,Voltage,Intensity,Sub_meter_1,Sub_meter_2,Sub_meter_3,Sub_meter_4
2006-12-18 14,103.98,2.96,242.2,7.1,0.0,0.0,1043.0,687.0
2006-12-18 15,107.06,6.24,242.42,7.31,0.0,31.0,1079.0,665.0
2006-12-18 16,116.96,12.27,242.38,8.1,0.0,0.0,1079.0,870.0
2006-12-18 17,129.29,5.87,238.73,8.99,0.0,20.0,1047.0,1086.0
2006-12-18 18,144.15,4.75,236.67,10.08,0.0,15.0,1015.0,1372.0
2006-12-18 19,156.87,12.05,235.33,11.19,0.0,546.0,0.0,2070.0
2006-12-18 20,183.03,7.22,234.52,13.05,0.0,30.0,795.0,2227.0
2006-12-18 21,130.18,4.3,237.59,9.24,0.0,0.0,223.0,1953.0
2006-12-18 22,104.33,6.48,240.21,7.25,0.0,531.0,0.0,1208.0
2006-12-18 23,92.84,7.95,242.66,6.6,0.0,1219.0,0.0,328.0
2006-12-19 00,50.23,5.57,242.07,3.54,0.0,58.0,489.0,292.0
2006-12-19 01,21.18,4.55,241.81,1.57,0.0,15.0,44.0,299.0
2006-12-19 02,19.63,6.34,245.78,1.46,0.0,38.0,0.0,287.0
2006-12-19 03,18.5,4.38,244.46,1.36,0.0,10.0,0.0,294.0
2006-12-19 04,19.67,6.15,244.19,1.5,0.0,43.0,0.0,282.0
2006-12-19 05,18.4,4.25,243.08,1.38,0.0,10.0,0.0,290.0
2006-12-19 06,47.78,6.41,242.03,3.47,0.0,41.0,0.0,753.0
2006-12-19 07,107.14,5.07,239.43,7.54,0.0,0.0,444.0,1348.0
2006-12-19 08,232.74,7.35,236.15,16.54,561.0,1571.0,1026.0,718.0
2006-12-19 09,97.07,5.25,239.57,6.96,278.0,862.0,196.0,282.0
2006-12-19 10,26.23,7.55,242.31,1.94,0.0,85.0,0.0,356.0
2006-12-19 11,139.3,5.07,240.32,9.86,0.0,2061.0,0.0,262.0
2006-12-19 12,25.84,7.96,242.96,1.92,0.0,175.0,0.0,256.0
2006-12-19 13,18.03,4.91,243.6,1.29,0.0,37.0,0.0,262.0
2006-12-19 14,18.13,7.13,246.95,1.33,0.0,45.0,0.0,257.0
2006-12-19 15,25.28,4.85,241.74,1.81,0.0,10.0,133.0,283.0
2006-12-19 16,82.33,5.5,242.71,5.61,0.0,43.0,1082.0,254.0
2006-12-19 17,126.69,8.67,238.61,8.84,0.0,10.0,1046.0,1059.0
2006-12-19 18,132.28,6.2,237.64,9.26,0.0,44.0,1038.0,1120.0
2006-12-19 19,110.53,4.38,241.08,7.6,0.0,3.0,699.0,1138.0
2006-12-19 20,176.43,14.24,241.33,12.48,0.0,1614.0,0.0,1328.0
2006-12-19 21,86.57,6.39,240.87,6.34,0.0,747.0,0.0,695.0
2006-12-19 22,43.2,8.76,242.68,3.01,0.0,70.0,0.0,649.0
2006-12-19 23,23.02,4.03,246.63,1.58,0.0,10.0,0.0,375.0
2006-12-20 00,27.59,8.76,245.81,1.99,0.0,43.0,0.0,415.0
2006-12-20 01,15.52,3.4,243.81,1.11,0.0,10.0,0.0,248.0
2006-12-20 02,47.06,7.42,245.57,3.24,0.0,42.0,476.0,265.0
2006-12-20 03,18.6,4.11,246.15,1.34,0.0,10.0,42.0,266.0
2006-12-20 04,17.34,5.85,246.43,1.25,0.0,28.0,0.0,268.0
2006-12-20 05,15.76,4.63,244.8,1.12,0.0,12.0,0.0,239.0
2006-12-20 06,17.02,3.99,244.07,1.18,0.0,0.0,0.0,278.0
2006-12-20 07,91.6,11.54,243.31,6.44,0.0,31.0,280.0,1213.0
2006-12-20 08,175.06,5.29,239.79,12.2,0.0,577.0,1057.0,1281.0
2006-12-20 09,83.13,6.5,243.12,5.63,0.0,32.0,1086.0,263.0
2006-12-20 10,90.62,2.83,240.58,6.25,0.0,194.0,1063.0,261.0
2006-12-20 11,173.54,9.91,240.51,12.07,0.0,1510.0,1062.0,325.0
2006-12-20 12,85.26,4.33,242.61,5.83,0.0,5.0,1081.0,342.0
2006-12-20 13,85.7,6.61,242.47,5.88,0.0,28.0,1080.0,325.0
2006-12-20 14,77.69,5.56,244.03,5.32,0.0,3.0,995.0,302.0
2006-12-20 15,16.87,4.29,245.72,1.24,0.0,12.0,0.0,272.0
2006-12-20 16,28.11,6.55,244.11,2.07,0.0,19.0,0.0,449.0
2006-12-20 17,34.41,4.64,242.92,2.38,0.0,0.0,0.0,572.0
2006-12-20 18,170.21,9.48,239.24,11.89,0.0,31.0,631.0,2176.0
2006-12-20 19,194.92,5.26,236.74,13.71,0.0,0.0,1031.0,2219.0
2006-12-20 20,214.53,15.93,236.35,15.14,0.0,31.0,1027.0,2515.0
2006-12-20 21,218.76,9.63,235.99,15.4,0.0,0.0,1024.0,2621.0
2006-12-20 22,183.54,5.29,238.86,12.75,0.0,22.0,1049.0,1985.0
2006-12-20 23,142.91,9.2,242.39,9.79,0.0,8.0,1079.0,1294.0
2006-12-21 00,92.15,9.33,243.43,6.32,0.0,0.0,1088.0,448.0
2006-12-21 01,83.88,7.31,243.7,5.69,0.0,31.0,1091.0,284.0
2006-12-21 02,76.49,2.36,243.65,5.15,0.0,0.0,1032.0,253.0
2006-12-21 03,18.16,7.19,244.57,1.33,0.0,30.0,0.0,264.0
2006-12-21 04,14.8,2.55,244.74,1.02,0.0,0.0,0.0,241.0
2006-12-21 05,17.44,6.35,243.95,1.26,0.0,23.0,0.0,262.0
2006-12-21 06,17.74,3.19,244.85,1.22,0.0,8.0,0.0,287.0
2006-12-21 07,76.83,5.03,241.29,5.37,0.0,0.0,0.0,1283.0
2006-12-21 08,93.78,9.18,239.49,6.59,0.0,30.0,305.0,1232.0
2006-12-21 09,154.55,3.1,238.48,10.78,666.0,562.0,1046.0,301.0
2006-12-21 10,106.06,4.25,239.71,7.4,569.0,31.0,890.0,284.0
2006-12-21 11,37.67,6.74,241.54,2.77,0.0,69.0,35.0,528.0
2006-12-21 12,49.15,7.87,242.67,3.58,0.0,460.0,0.0,361.0
2006-12-21 13,101.29,3.87,241.8,7.06,0.0,1192.0,233.0,268.0
2006-12-21 14,61.43,7.11,243.32,4.34,0.0,72.0,500.0,451.0
2006-12-21 15,18.44,2.74,242.91,1.36,0.0,10.0,0.0,301.0
2006-12-21 16,81.6,5.81,239.91,5.62,0.0,43.0,1037.0,282.0
2006-12-21 17,105.16,8.88,235.02,7.53,0.0,10.0,719.0,1024.0
2006-12-21 18,146.6,7.19,233.89,10.42,0.0,42.0,1006.0,1396.0
2006-12-21 19,131.83,5.67,235.0,9.36,281.0,10.0,702.0,1209.0
2006-12-21 20,146.24,15.08,234.5,10.44,249.0,36.0,257.0,1895.0
2006-12-21 21,58.94,2.66,238.31,4.1,0.0,2.0,515.0,458.0
2006-12-21 22,16.82,5.61,242.87,1.21,0.0,12.0,0.0,261.0
2006-12-21 23,16.23,5.37,245.35,1.17,0.0,19.0,0.0,248.0
2006-12-22 00,16.02,4.75,245.68,1.14,0.0,0.0,0.0,254.0
2006-12-22 01,16.32,5.56,244.45,1.17,0.0,31.0,0.0,233.0
2006-12-22 02,16.06,4.76,246.84,1.14,0.0,0.0,0.0,267.0
2006-12-22 03,16.43,5.61,245.79,1.17,0.0,31.0,0.0,239.0
2006-12-22 04,15.86,4.34,245.36,1.14,0.0,0.0,0.0,253.0
2006-12-22 05,48.41,5.04,245.12,3.33,0.0,23.0,534.0,255.0
2006-12-22 06,28.78,5.17,245.31,2.03,0.0,8.0,0.0,467.0
2006-12-22 07,103.39,6.36,240.93,7.21,0.0,0.0,224.0,1502.0
2006-12-22 08,164.66,6.48,240.45,11.43,667.0,31.0,1063.0,982.0
2006-12-22 09,113.78,2.73,239.55,7.87,601.0,0.0,1055.0,236.0
2006-12-22 10,80.7,5.67,239.68,5.57,0.0,30.0,1055.0,257.0
2006-12-22 11,75.15,4.84,238.35,5.26,225.0,0.0,762.0,273.0
2006-12-22 12,73.71,23.04,240.2,5.52,638.0,34.0,0.0,557.0
2006-12-22 13,40.31,14.87,240.69,3.04,0.0,0.0,0.0,670.0
2006-12-22 14,48.93,9.7,240.83,3.55,0.0,34.0,362.0,422.0
2006-12-22 15,87.1,5.92,241.86,5.97,0.0,0.0,1075.0,377.0
2006-12-22 16,94.27,8.31,241.79,6.48,0.0,32.0,1074.0,466.0
2006-12-22 17,89.81,5.51,238.84,6.24,0.0,0.0,631.0,861.0
2006-12-22 18,161.22,18.34,237.51,11.39,0.0,31.0,234.0,2419.0
2006-12-22 19,236.29,14.84,237.41,16.54,0.0,0.0,1036.0,2904.0
2006-12-22 20,212.16,8.39,235.53,15.05,469.0,34.0,1021.0,2015.0
2006-12-22 21,272.92,3.96,235.14,19.45,551.0,0.0,1005.0,2995.0
2006-12-22 22,183.9,5.35,239.2,12.98,0.0,23.0,0.0,3047.0
2006-12-22 23,145.15,7.37,241.93,10.27,0.0,8.0,0.0,2415.0
2006-12-23 00,101.89,4.95,243.02,7.44,0.0,2.0,0.0,1699.0
2006-12-23 01,103.37,7.04,243.81,7.55,0.0,29.0,0.0,1693.0
2006-12-23 02,102.05,4.09,243.84,7.51,0.0,0.0,0.0,1701.0
2006-12-23 03,106.29,6.4,243.69,7.66,0.0,31.0,0.0,1744.0
2006-12-23 04,113.5,3.86,243.01,8.16,0.0,0.0,124.0,1765.0
2006-12-23 05,133.75,6.77,242.45,9.53,0.0,28.0,424.0,1780.0
2006-12-23 06,98.96,4.31,242.47,7.24,0.0,3.0,0.0,1651.0
2006-12-23 07,241.4,3.33,237.77,16.98,0.0,0.0,651.0,3374.0
2006-12-23 08,251.45,5.72,239.1,17.56,0.0,31.0,1050.0,3110.0
2006-12-23 09,194.78,4.69,240.81,13.53,0.0,0.0,1066.0,2184.0
2006-12-23 10,178.33,12.18,239.14,12.56,0.0,31.0,516.0,2427.0
2006-12-23 11,189.54,6.34,237.71,13.3,0.0,0.0,649.0,2510.0
2006-12-23 12,175.73,5.46,238.76,12.35,0.0,10.0,574.0,2348.0
2006-12-23 13,204.38,9.7,239.85,14.31,0.0,21.0,1057.0,2332.0
2006-12-23 14,225.48,14.69,240.5,15.76,0.0,0.0,1063.0,2695.0
2006-12-23 15,242.95,19.86,241.31,16.9,0.0,31.0,1070.0,2947.0
2006-12-23 16,260.95,24.16,240.48,18.22,76.0,65.0,1063.0,3152.0
2006-12-23 17,327.15,12.96,233.64,23.36,971.0,40.0,1005.0,3438.0
2006-12-23 18,232.76,5.99,238.0,16.36,0.0,1.0,1041.0,2843.0
2006-12-23 19,247.07,12.32,238.73,17.3,0.0,36.0,1048.0,3037.0
2006-12-23 20,250.88,7.49,238.52,17.6,0.0,21.0,1045.0,3117.0
2006-12-23 21,197.31,14.15,238.59,13.89,0.0,13.0,340.0,2936.0
2006-12-23 22,259.68,17.34,238.19,18.31,866.0,30.0,0.0,3436.0
2006-12-23 23,333.75,7.68,239.87,23.3,756.0,2.0,940.0,3865.0
2006-12-24 00,241.68,5.44,239.11,17.08,0.0,30.0,1052.0,2945.0
2006-12-24 01,196.54,3.11,237.61,14.02,437.0,2.0,1038.0,1801.0
2006-12-24 02,138.18,6.22,244.43,10.07,461.0,22.0,220.0,1603.0
2006-12-24 03,96.41,4.31,246.86,7.35,0.0,9.0,0.0,1596.0
2006-12-24 04,94.57,4.07,245.87,7.27,0.0,3.0,0.0,1574.0
2006-12-24 05,97.91,6.51,245.84,7.53,0.0,28.0,0.0,1603.0
2006-12-24 06,113.71,3.04,245.59,8.45,0.0,0.0,0.0,1898.0
2006-12-24 07,88.58,5.98,242.8,6.97,0.0,31.0,0.0,1447.0
2006-12-24 08,85.67,3.14,241.7,6.6,0.0,0.0,0.0,1429.0
2006-12-24 09,163.54,5.63,239.89,11.81,0.0,23.0,863.0,1839.0
2006-12-24 10,160.52,6.38,236.7,11.38,0.0,520.0,1030.0,1127.0
2006-12-24 11,125.58,6.93,237.67,8.81,0.0,94.0,1038.0,964.0
2006-12-24 12,90.0,13.14,236.93,6.45,0.0,379.0,125.0,998.0
2006-12-24 13,194.4,9.54,237.3,13.79,0.0,1831.0,343.0,1067.0
2006-12-24 14,82.29,6.56,243.93,5.64,0.0,92.0,603.0,676.0
2006-12-24 15,185.81,14.0,243.18,12.82,393.0,1837.0,0.0,866.0
2006-12-24 16,120.43,7.57,243.88,8.31,412.0,52.0,579.0,965.0
2006-12-24 17,101.19,5.87,238.02,7.13,0.0,31.0,0.0,1659.0
2006-12-24 18,30.31,7.16,241.16,2.11,0.0,36.0,0.0,472.0
2006-12-24 19,27.24,3.43,241.42,1.85,0.0,0.0,0.0,459.0
2006-12-24 20,28.45,4.52,241.94,1.96,0.0,0.0,0.0,478.0
2006-12-24 21,29.04,6.04,242.21,2.0,0.0,35.0,0.0,447.0
2006-12-24 22,28.79,5.16,243.38,1.97,0.0,0.0,0.0,487.0
2006-12-24 23,29.18,6.13,243.09,2.01,0.0,27.0,0.0,465.0
2006-12-25 00,59.97,7.71,244.11,4.15,0.0,9.0,177.0,813.0
2006-12-25 01,72.41,6.11,244.67,4.93,0.0,0.0,693.0,513.0
2006-12-25 02,26.28,7.4,248.54,1.84,0.0,36.0,0.0,403.0
2006-12-25 03,35.4,4.42,248.28,2.4,0.0,0.0,0.0,592.0
2006-12-25 04,34.72,3.28,248.73,2.35,0.0,0.0,0.0,580.0
2006-12-25 05,37.21,8.4,248.09,2.51,0.0,37.0,0.0,579.0
2006-12-25 06,15.84,4.15,247.0,1.09,0.0,0.0,0.0,272.0
2006-12-25 07,40.61,3.3,243.39,2.83,0.0,9.0,20.0,646.0
2006-12-25 08,156.67,11.33,242.4,10.79,0.0,26.0,637.0,1950.0
2006-12-25 09,89.61,10.94,244.19,6.13,0.0,0.0,0.0,1495.0
2006-12-25 10,114.94,15.93,242.32,7.92,0.0,35.0,0.0,1878.0
2006-12-25 11,182.68,9.41,241.68,12.7,581.0,0.0,704.0,1761.0
2006-12-25 12,174.76,19.42,241.05,12.45,1359.0,0.0,272.0,1281.0
2006-12-25 13,133.5,12.17,242.29,9.47,1122.0,34.0,0.0,1070.0
2006-12-25 14,107.02,5.3,245.51,7.42,339.0,0.0,307.0,1145.0
2006-12-25 15,104.42,9.54,245.84,7.18,360.0,21.0,575.0,787.0
2006-12-25 16,232.37,27.23,241.69,16.3,1645.0,14.0,0.0,2219.0
2006-12-25 17,124.31,17.16,239.33,8.75,228.0,0.0,262.0,1585.0
2006-12-25 18,145.38,12.41,239.89,10.14,0.0,273.0,390.0,1762.0
2006-12-25 19,97.77,9.22,241.33,6.78,0.0,305.0,0.0,1326.0
2006-12-25 20,118.63,13.32,241.73,8.22,0.0,3.0,371.0,1603.0
2006-12-25 21,230.21,8.99,238.56,16.14,436.0,997.0,1046.0,1359.0
2006-12-25 22,252.89,4.17,237.76,17.74,550.0,89.0,341.0,3237.0
2006-12-25 23,155.53,8.97,243.22,10.62,0.0,74.0,0.0,2521.0
2006-12-26 00,145.46,4.44,244.67,9.83,0.0,11.0,0.0,2414.0
2006-12-26 01,144.16,7.51,241.41,9.9,0.0,46.0,0.0,2360.0
2006-12-26 02,144.66,2.93,245.08,9.76,0.0,11.0,0.0,2399.0
2006-12-26 03,146.94,5.03,245.52,9.91,0.0,10.0,0.0,2446.0
2006-12-26 04,179.55,7.26,244.88,12.17,0.0,47.0,530.0,2419.0
2006-12-26 05,143.26,3.99,243.42,9.73,0.0,2.0,0.0,2386.0
2006-12-26 06,143.29,4.05,243.41,9.76,0.0,15.0,0.0,2372.0
2006-12-26 07,188.16,6.23,239.22,13.1,0.0,20.0,144.0,2975.0
2006-12-26 08,141.96,4.79,239.05,9.9,0.0,0.0,753.0,1614.0
2006-12-26 09,212.7,6.8,237.29,14.93,0.0,553.0,900.0,2097.0
2006-12-26 10,242.51,3.91,237.35,16.99,0.0,0.0,1036.0,3005.0
2006-12-26 11,142.41,3.96,239.18,9.91,0.0,0.0,1052.0,1319.0
2006-12-26 12,147.88,5.8,239.41,10.33,0.0,34.0,1054.0,1374.0
2006-12-26 13,173.21,9.66,239.66,12.11,0.0,0.0,1055.0,1831.0
2006-12-26 14,229.6,10.68,243.33,15.83,0.0,1563.0,1088.0,1176.0
2006-12-26 15,157.78,6.05,245.31,10.75,0.0,38.0,1104.0,1491.0
2006-12-26 16,207.04,14.1,241.18,14.4,0.0,25.0,1069.0,2360.0
2006-12-26 17,200.54,6.22,237.87,14.06,0.0,46.0,1040.0,2258.0
2006-12-26 18,194.8,11.01,239.42,13.57,0.0,10.0,1053.0,2184.0
2006-12-26 19,182.04,14.68,239.45,12.67,0.0,22.0,1054.0,1960.0
2006-12-26 20,208.74,9.49,240.94,14.51,511.0,34.0,1066.0,1869.0
2006-12-26 21,159.5,5.6,240.85,11.14,575.0,10.0,981.0,1095.0
2006-12-26 22,51.82,6.15,244.59,3.76,0.0,36.0,0.0,827.0
2006-12-26 23,46.09,4.77,246.52,3.33,0.0,0.0,0.0,768.0
2006-12-27 00,28.98,6.39,247.77,2.21,0.0,0.0,0.0,490.0
2006-12-27 01,29.61,11.29,248.09,2.34,0.0,35.0,0.0,465.0
2006-12-27 02,28.77,7.67,250.34,2.19,0.0,0.0,0.0,483.0
2006-12-27 03,26.65,5.84,248.27,2.06,0.0,10.0,0.0,444.0
2006-12-27 04,28.44,8.79,247.66,2.24,0.0,26.0,0.0,457.0
2006-12-27 05,62.19,5.12,246.18,4.39,0.0,0.0,594.0,446.0
2006-12-27 06,28.46,8.71,247.78,2.22,0.0,28.0,0.0,454.0
2006-12-27 07,122.99,9.58,240.74,8.7,0.0,7.0,283.0,1760.0
2006-12-27 08,129.88,6.02,240.45,8.97,0.0,0.0,1064.0,1098.0
2006-12-27 09,139.74,8.32,240.51,9.67,0.0,34.0,1063.0,1231.0
2006-12-27 10,139.02,4.43,238.91,9.67,0.0,0.0,1049.0,1266.0
2006-12-27 11,78.94,3.75,240.11,5.41,0.0,0.0,1059.0,251.0
2006-12-27 12,64.7,8.77,240.83,4.51,0.0,35.0,770.0,277.0
2006-12-27 13,15.85,4.82,243.07,1.2,0.0,0.0,0.0,274.0
2006-12-27 14,15.83,4.74,245.23,1.21,0.0,2.0,0.0,267.0
2006-12-27 15,19.99,10.77,245.7,1.57,0.0,33.0,0.0,303.0
2006-12-27 16,17.81,8.22,246.02,1.33,0.0,0.0,0.0,299.0
2006-12-27 17,30.08,7.27,241.03,2.18,0.0,20.0,0.0,482.0
2006-12-27 18,109.46,5.48,238.37,7.66,0.0,15.0,0.0,1811.0
2006-12-27 19,104.18,10.18,239.61,7.36,0.0,0.0,0.0,1739.0
2006-12-27 20,141.19,9.77,242.08,9.72,0.0,35.0,1053.0,1267.0
2006-12-27 21,79.78,4.79,242.73,5.45,0.0,0.0,41.0,1284.0
2006-12-27 22,65.01,6.12,242.78,4.47,0.0,0.0,0.0,1082.0
2006-12-27 23,21.21,12.07,246.15,1.68,0.0,34.0,0.0,315.0
2006-12-28 00,61.11,6.25,243.68,4.26,0.0,0.0,726.0,295.0
2006-12-28 01,16.66,6.76,245.3,1.27,0.0,4.0,0.0,281.0
2006-12-28 02,18.97,10.98,248.72,1.47,0.0,31.0,0.0,286.0
2006-12-28 03,17.93,8.97,249.2,1.35,0.0,0.0,0.0,296.0
2006-12-28 04,18.61,10.04,248.18,1.44,0.0,21.0,0.0,289.0
2006-12-28 05,17.36,8.31,246.95,1.31,0.0,14.0,0.0,277.0
2006-12-28 06,17.55,8.06,247.82,1.31,0.0,0.0,0.0,294.0
2006-12-28 07,62.6,11.05,243.52,4.47,0.0,34.0,122.0,888.0
2006-12-28 08,152.14,5.83,240.58,10.54,629.0,0.0,1064.0,842.0
2006-12-28 09,79.29,5.73,242.63,5.57,548.0,0.0,503.0,274.0
2006-12-28 10,19.56,10.81,242.6,1.54,0.0,34.0,0.0,296.0
2006-12-28 11,16.8,5.96,242.48,1.29,0.0,0.0,0.0,285.0
2006-12-28 12,16.26,4.86,241.99,1.25,0.0,0.0,0.0,277.0
2006-12-28 13,41.92,11.16,243.44,2.99,0.0,35.0,98.0,568.0
2006-12-28 14,108.51,8.75,243.37,7.48,0.0,0.0,1089.0,721.0
2006-12-28 15,94.46,6.0,244.3,6.44,0.0,5.0,1096.0,475.0
2006-12-28 16,93.54,6.82,243.17,6.38,0.0,30.0,1086.0,438.0
2006-12-28 17,145.95,11.13,237.26,10.28,0.0,0.0,1035.0,1397.0
2006-12-28 18,152.63,11.33,238.77,10.73,0.0,136.0,1049.0,1360.0
2006-12-28 19,170.91,9.02,237.4,12.07,0.0,353.0,264.0,2231.0
2006-12-28 20,127.01,10.56,240.02,8.88,2.0,79.0,129.0,1908.0
2006-12-28 21,302.12,9.94,237.29,21.41,640.0,1774.0,915.0,1708.0
2006-12-28 22,192.85,9.12,243.24,13.28,388.0,1231.0,0.0,1600.0
2006-12-28 23,127.88,11.41,246.52,9.06,0.0,638.0,0.0,1493.0
2006-12-29 00,84.56,6.08,246.3,6.43,0.0,38.0,0.0,1372.0
2006-12-29 01,119.65,7.04,245.75,8.71,0.0,21.0,544.0,1431.0
2006-12-29 02,129.1,6.1,248.34,8.94,0.0,34.0,0.0,2121.0
2006-12-29 03,147.16,4.8,246.11,9.89,0.0,11.0,0.0,2443.0
2006-12-29 04,148.29,8.18,245.83,10.0,0.0,45.0,0.0,2429.0
2006-12-29 05,143.17,3.51,243.41,9.74,0.0,10.0,0.0,2378.0
2006-12-29 06,146.33,4.74,246.06,9.85,0.0,6.0,0.0,2433.0
2006-12-29 07,230.33,9.59,239.11,16.07,0.0,33.0,711.0,3096.0
2006-12-29 08,221.69,6.34,239.46,15.37,0.0,0.0,750.0,2946.0
2006-12-29 09,206.09,5.61,239.67,14.27,0.0,19.0,1057.0,2363.0
2006-12-29 10,145.35,5.35,241.72,9.99,0.0,14.0,1074.0,1337.0
2006-12-29 11,83.35,4.82,240.91,5.73,0.0,0.0,1066.0,327.0
2006-12-29 12,93.34,7.11,239.84,6.47,0.0,33.0,1058.0,467.0
2006-12-29 13,102.56,11.91,241.32,7.13,0.0,0.0,1070.0,634.0
2006-12-29 14,85.11,11.49,243.47,5.82,0.0,0.0,1089.0,327.0
2006-12-29 15,37.69,15.11,244.32,2.84,0.0,34.0,273.0,319.0
2006-12-29 16,19.07,11.06,241.14,1.5,0.0,0.0,0.0,316.0
2006-12-29 17,53.54,8.37,234.85,3.91,0.0,11.0,0.0,884.0
2006-12-29 18,113.56,9.3,232.6,8.18,0.0,504.0,0.0,1391.0
2006-12-29 19,107.48,8.32,233.95,7.63,0.0,25.0,307.0,1460.0
2006-12-29 20,208.31,11.62,233.31,14.99,1252.0,35.0,553.0,1633.0
2006-12-29 21,258.82,7.27,233.03,18.59,0.0,1988.0,551.0,1776.0
2006-12-29 22,219.96,11.22,237.23,15.47,0.0,1655.0,1035.0,978.0
2006-12-29 23,69.88,11.47,243.17,5.01,0.0,646.0,191.0,335.0
2006-12-30 00,17.68,4.79,242.48,1.34,0.0,37.0,0.0,270.0
2006-12-30 01,18.92,9.29,241.83,1.51,0.0,47.0,0.0,274.0
2006-12-30 02,16.77,6.91,247.25,1.27,0.0,10.0,0.0,278.0
2006-12-30 03,18.35,9.39,246.89,1.43,0.0,30.0,0.0,279.0
2006-12-30 04,18.06,8.88,246.74,1.4,0.0,28.0,0.0,272.0
2006-12-30 05,16.67,5.89,245.14,1.27,0.0,10.0,0.0,271.0
2006-12-30 06,54.41,10.49,246.81,3.77,0.0,43.0,584.0,283.0
2006-12-30 07,15.39,4.23,244.22,1.17,0.0,0.0,0.0,266.0
2006-12-30 08,91.0,15.43,242.78,6.46,0.0,17.0,0.0,1500.0
2006-12-30 09,194.15,12.9,240.56,13.53,0.0,719.0,886.0,1632.0
2006-12-30 10,277.36,21.53,236.15,19.72,733.0,1291.0,1027.0,1573.0
2006-12-30 11,233.15,15.09,235.99,16.66,0.0,1830.0,1024.0,1032.0
2006-12-30 12,188.71,13.14,238.13,13.27,0.0,1406.0,1043.0,698.0
