DateTime,Active_power,Reactive_power,Voltage,Intensity,Sub_meter_1,Sub_meter_2,Sub_meter_3,Sub_meter_4
2007-7-29~2007-8-4 Week 31,5892.5,948.39,235.11,2.57,6852.0,398.0,41177.0,50029.0
2007-8-5~2007-8-11 Week 32,7677.22,898.86,234.65,3.32,4455.0,11355.0,58606.0,53649.0
2007-8-12~2007-8-18 Week 33,6844.31,928.65,238.49,2.93,3711.0,2825.0,52801.0,55002.0
2007-8-19~2007-8-25 Week 34,8533.11,1320.69,240.52,3.65,13647.0,23983.0,44873.0,59952.0
2007-8-26~2007-9-1 Week 35,8455.4,1623.17,240.01,3.63,13360.0,11719.0,45109.0,71160.0
2007-9-2~2007-9-8 Week 36,9230.62,1288.61,239.51,3.97,14133.0,18017.0,52668.0,69173.0
2007-9-9~2007-9-15 Week 37,8445.37,1243.76,239.57,3.63,6138.0,13448.0,44514.0,76833.0
2007-9-16~2007-9-22 Week 38,9250.09,1162.75,239.42,3.96,16787.0,13307.0,52951.0,71435.0
2007-9-23~2007-9-29 Week 39,11738.93,1295.54,239.11,4.98,11956.0,29354.0,56318.0,98196.0
2007-9-30~2007-10-6 Week 40,11385.31,1105.17,239.07,4.79,11639.0,21392.0,61493.0,95408.0
2007-10-7~2007-10-13 Week 41,11629.86,983.92,238.85,4.91,11014.0,22180.0,56531.0,104410.0
2007-10-14~2007-10-20 Week 42,12133.38,973.56,239.67,5.09,9880.0,19894.0,68361.0,104305.0
2007-10-21~2007-10-27 Week 43,12494.36,896.22,240.78,5.25,12090.0,17843.0,62235.0,116261.0
2007-10-28~2007-11-3 Week 44,5584.18,642.87,240.5,2.32,1346.0,9877.0,33857.0,47174.0
2007-11-4~2007-11-10 Week 45,13197.31,1149.79,239.53,5.56,12824.0,15791.0,66357.0,125098.0
2007-11-11~2007-11-17 Week 46,14717.49,1030.7,240.39,6.13,12681.0,17143.0,82783.0,132991.0
2007-11-18~2007-11-24 Week 47,14112.14,962.87,241.71,5.87,15052.0,17463.0,74434.0,128456.0
2007-11-25~2007-12-1 Week 48,14597.45,1050.14,242.07,6.09,18276.0,20933.0,77791.0,126711.0
2007-12-2~2007-12-8 Week 49,15399.36,1244.33,240.65,6.46,14008.0,19719.0,74998.0,148225.0
2007-12-9~2007-12-15 Week 50,14485.93,1025.21,241.55,6.05,11269.0,15761.0,73673.0,140993.0
2007-12-16~2007-12-22 Week 51,15922.73,852.8,242.74,6.57,14271.0,16018.0,84784.0,150723.0
2007-12-23~2007-12-29 Week 52,18886.36,1215.41,242.22,7.82,21591.0,24026.0,83565.0,185750.0
2007-12-30~2008-1-5 Week 1,15164.52,965.51,241.4,6.32,10540.0,19345.0,81912.0,141278.0
2008-1-6~2008-1-12 Week 2,13824.29,864.62,240.49,5.8,14775.0,9718.0,65979.0,140305.0
2008-1-13~2008-1-19 Week 3,15472.65,877.52,240.34,6.51,18930.0,18242.0,74674.0,146289.0
2008-1-20~2008-1-26 Week 4,14526.57,904.81,240.25,6.13,13593.0,11835.0,69248.0,147601.0
2008-1-27~2008-2-2 Week 5,15432.82,1030.13,240.93,6.48,14102.0,13871.0,70381.0,159064.0
2008-2-3~2008-2-9 Week 6,13425.86,897.12,240.46,5.62,9682.0,17900.0,68073.0,128544.0
2008-2-10~2008-2-16 Week 7,13721.81,874.01,241.06,5.73,11604.0,13097.0,73079.0,131245.0
2008-2-17~2008-2-23 Week 8,13031.75,916.46,241.3,5.45,11569.0,17277.0,63997.0,124571.0
2008-2-24~2008-3-1 Week 9,5825.75,647.17,239.5,2.4,754.0,6615.0,31099.0,59473.0
2008-3-2~2008-3-8 Week 10,12523.81,981.55,240.72,5.21,10997.0,23880.0,43697.0,130459.0
2008-3-9~2008-3-15 Week 11,12615.45,994.61,240.8,5.28,13800.0,14949.0,62643.0,119090.0
2008-3-16~2008-3-22 Week 12,12108.13,1169.21,241.6,5.06,12496.0,17491.0,71680.0,100506.0
2008-3-23~2008-3-29 Week 13,13681.16,974.2,242.28,5.69,19719.0,19944.0,79787.0,108916.0
2008-3-30~2008-4-5 Week 14,12076.12,1070.0,240.97,5.04,13383.0,14128.0,75451.0,98803.0
2008-4-6~2008-4-12 Week 15,13266.95,1308.73,241.79,5.52,18435.0,17823.0,79814.0,104911.0
2008-4-13~2008-4-19 Week 16,12494.0,1248.96,241.27,5.23,12778.0,17474.0,79681.0,98607.0
2008-4-20~2008-4-26 Week 17,9155.26,1288.74,241.19,3.83,5468.0,15962.0,54480.0,76566.0
2008-4-27~2008-5-3 Week 18,8105.02,1310.43,241.14,3.4,7262.0,8865.0,43216.0,75612.0
2008-5-4~2008-5-10 Week 19,11577.24,1558.65,240.56,4.86,18434.0,10820.0,70845.0,92964.0
2008-5-11~2008-5-17 Week 20,10665.46,1767.83,240.29,4.54,11189.0,14021.0,65223.0,87503.0
2008-5-18~2008-5-24 Week 21,9781.63,1438.97,240.23,4.15,8153.0,11217.0,71399.0,72587.0
2008-5-25~2008-5-31 Week 22,10335.07,1573.2,239.99,4.45,11198.0,21195.0,65346.0,74835.0
2008-6-1~2008-6-7 Week 23,10329.89,1230.88,237.1,4.42,12448.0,15016.0,64666.0,80311.0
2008-6-8~2008-6-14 Week 24,9578.2,1617.91,239.73,4.12,13009.0,15609.0,62687.0,68494.0
2008-6-15~2008-6-21 Week 25,11629.26,1589.44,239.81,4.96,24379.0,21010.0,80538.0,68051.0
2008-6-22~2008-6-28 Week 26,9854.41,1739.12,238.89,4.25,17937.0,10758.0,71515.0,64040.0
2008-6-29~2008-7-5 Week 27,7425.46,1544.18,239.77,3.24,8215.0,12205.0,50184.0,53250.0
2008-7-6~2008-7-12 Week 28,8668.33,1601.83,239.96,3.72,14513.0,10551.0,54297.0,65107.0
2008-7-13~2008-7-19 Week 29,8552.18,1417.58,239.97,3.67,11946.0,12931.0,52308.0,65501.0
2008-7-20~2008-7-26 Week 30,6555.54,1250.46,239.66,2.82,6879.0,4307.0,47175.0,50793.0
2008-7-27~2008-8-2 Week 31,7077.67,1542.04,239.55,3.13,7301.0,7132.0,42910.0,60885.0
2008-8-3~2008-8-9 Week 32,3780.14,1365.89,239.1,1.7,1231.0,7694.0,23909.0,29855.0
2008-8-10~2008-8-16 Week 33,2114.23,1285.44,240.9,0.98,0.0,3188.0,12438.0,18968.0
2008-8-17~2008-8-23 Week 34,1874.78,1229.34,241.18,0.87,0.0,3053.0,11428.0,16030.0
2008-8-24~2008-8-30 Week 35,1826.95,1183.06,240.88,0.85,0.0,2942.0,10880.0,15849.0
2008-8-31~2008-9-6 Week 36,9488.76,1336.48,239.56,4.03,14157.0,14697.0,68913.0,60388.0
2008-9-7~2008-9-13 Week 37,9195.3,1240.64,240.06,3.9,9406.0,11104.0,61733.0,71086.0
2008-9-14~2008-9-20 Week 38,10343.85,1175.45,240.43,4.38,13314.0,5982.0,67315.0,86083.0
2008-9-21~2008-9-27 Week 39,10532.89,1338.76,240.33,4.45,13623.0,15432.0,69105.0,77750.0
2008-9-28~2008-10-4 Week 40,11538.63,1228.23,240.37,4.83,14444.0,8253.0,71207.0,98665.0
2008-10-5~2008-10-11 Week 41,11732.29,1095.93,239.46,4.93,7216.0,14876.0,71830.0,101633.0
2008-10-12~2008-10-18 Week 42,12825.64,1095.44,239.83,5.37,10559.0,19112.0,66800.0,117389.0
2008-10-19~2008-10-25 Week 43,12894.13,1065.99,240.39,5.4,12506.0,19983.0,69976.0,112370.0
2008-10-26~2008-11-1 Week 44,7202.18,863.92,241.81,3.02,3300.0,2470.0,28126.0,86098.0
2008-11-2~2008-11-8 Week 45,11396.22,1039.65,240.52,4.86,11739.0,21406.0,40408.0,116302.0
2008-11-9~2008-11-15 Week 46,15238.12,1072.09,239.94,6.39,17109.0,10479.0,80728.0,145714.0
2008-11-16~2008-11-22 Week 47,12556.0,961.34,240.22,5.27,10773.0,7179.0,65891.0,125621.0
2008-11-23~2008-11-29 Week 48,17521.39,1020.34,241.23,7.26,17485.0,13000.0,80328.0,181456.0
2008-11-30~2008-12-6 Week 49,13887.63,982.37,242.88,5.77,9304.0,10736.0,71708.0,140043.0
2008-12-7~2008-12-13 Week 50,13626.35,997.2,242.99,5.62,12027.0,8092.0,81313.0,125918.0
2008-12-14~2008-12-20 Week 51,13555.27,939.48,242.74,5.62,12966.0,10319.0,73115.0,129910.0
2008-12-21~2008-12-27 Week 52,12984.16,885.57,242.89,5.34,7043.0,12867.0,67159.0,129602.0
2008-12-28~2009-1-3 Week 1,10933.05,938.68,243.81,4.5,14550.0,11117.0,51859.0,105094.0
2009-1-4~2009-1-10 Week 2,12839.04,955.01,244.98,5.29,12794.0,14506.0,66235.0,120997.0
2009-1-11~2009-1-17 Week 3,15175.39,970.66,243.91,6.25,18957.0,12926.0,84650.0,136649.0
2009-1-18~2009-1-24 Week 4,13680.19,1002.9,243.33,5.65,15089.0,14646.0,75277.0,123365.0
2009-1-25~2009-1-31 Week 5,15610.48,975.82,243.26,6.44,18189.0,20684.0,78379.0,143200.0
2009-2-1~2009-2-7 Week 6,14706.1,984.39,243.97,6.05,15872.0,13730.0,92617.0,123303.0
2009-2-8~2009-2-14 Week 7,14466.89,971.22,242.64,5.99,15009.0,15036.0,96906.0,114600.0
2009-2-15~2009-2-21 Week 8,8467.5,858.68,241.73,3.5,8519.0,1893.0,36214.0,94371.0
2009-2-22~2009-2-28 Week 9,12741.64,1069.36,241.25,5.3,8419.0,20068.0,71153.0,112857.0
2009-3-1~2009-3-7 Week 10,12558.22,973.09,242.09,5.26,18310.0,7235.0,70198.0,113469.0
2009-3-8~2009-3-14 Week 11,13766.65,1011.07,242.18,5.71,16008.0,14153.0,87531.0,112115.0
2009-3-15~2009-3-21 Week 12,11246.14,1098.17,242.47,4.67,12214.0,11089.0,72389.0,92139.0
2009-3-22~2009-3-28 Week 13,11672.01,1168.8,242.41,4.87,13215.0,8920.0,66218.0,106376.0
2009-3-29~2009-4-4 Week 14,12357.54,1006.54,242.27,5.14,11532.0,14216.0,77977.0,102520.0
2009-4-5~2009-4-11 Week 15,11998.07,1225.03,242.02,5.01,16265.0,11329.0,79276.0,93211.0
2009-4-12~2009-4-18 Week 16,11580.93,1358.58,241.03,4.88,15205.0,18193.0,61635.0,98019.0
2009-4-19~2009-4-25 Week 17,10521.57,1301.6,241.47,4.41,8225.0,9277.0,67622.0,90288.0
2009-4-26~2009-5-2 Week 18,11245.8,1200.16,241.73,4.71,10683.0,8045.0,75197.0,93477.0
2009-5-3~2009-5-9 Week 19,10489.29,1086.92,241.26,4.4,10617.0,11944.0,67847.0,84449.0
2009-5-10~2009-5-16 Week 20,11393.38,1164.22,240.48,4.8,9841.0,19773.0,74123.0,86172.0
2009-5-17~2009-5-23 Week 21,9858.73,1395.17,241.02,4.14,10647.0,9310.0,69810.0,74765.0
2009-5-24~2009-5-30 Week 22,9606.52,1121.35,237.12,4.07,8502.0,7189.0,72082.0,72602.0
2009-5-31~2009-6-6 Week 23,8588.84,1410.24,240.75,3.68,8870.0,6438.0,66581.0,61386.0
2009-6-7~2009-6-13 Week 24,8826.27,1128.82,240.83,3.75,7151.0,8629.0,60059.0,71484.0
2009-6-14~2009-6-20 Week 25,8048.29,1270.63,241.17,3.41,6852.0,6399.0,63883.0,57007.0
2009-6-21~2009-6-27 Week 26,8281.05,1376.3,241.11,3.5,9597.0,6826.0,69255.0,52318.0
2009-6-28~2009-7-4 Week 27,7825.61,1958.96,241.79,3.39,6942.0,7217.0,54134.0,62127.0
2009-7-5~2009-7-11 Week 28,7743.56,1794.19,241.93,3.35,6905.0,13289.0,50201.0,58710.0
2009-7-12~2009-7-18 Week 29,4937.5,1501.07,242.1,2.16,3181.0,5746.0,35877.0,37482.0
2009-7-19~2009-7-25 Week 30,5547.85,1605.2,242.04,2.4,1840.0,4873.0,38674.0,47035.0
2009-7-26~2009-8-1 Week 31,5511.57,1669.11,242.1,2.43,1734.0,15300.0,37493.0,37487.0
2009-8-2~2009-8-8 Week 32,3616.0,1457.21,241.68,1.63,0.0,4442.0,27781.0,27672.0
2009-8-9~2009-8-15 Week 33,7121.23,2056.43,241.46,3.12,8834.0,15049.0,40844.0,54282.0
2009-8-16~2009-8-22 Week 34,7451.17,2111.3,240.99,3.27,12394.0,9132.0,46534.0,56173.0
2009-8-23~2009-8-29 Week 35,7655.84,2016.59,241.34,3.33,9182.0,7099.0,52867.0,58622.0
2009-8-30~2009-9-5 Week 36,8926.66,1602.9,241.01,3.83,10867.0,9380.0,60155.0,68421.0
2009-9-6~2009-9-12 Week 37,9448.54,1556.76,241.33,4.01,15668.0,8007.0,67336.0,66396.0
2009-9-13~2009-9-19 Week 38,11080.01,1493.12,240.82,4.67,13393.0,10510.0,75014.0,85864.0
2009-9-20~2009-9-26 Week 39,10479.88,1673.1,241.07,4.43,11469.0,6431.0,78814.0,77992.0
2009-9-27~2009-10-3 Week 40,9790.56,1459.91,241.08,4.12,8412.0,15949.0,69960.0,68895.0
2009-10-4~2009-10-10 Week 41,11088.7,1404.1,240.85,4.64,11509.0,10666.0,72774.0,90146.0
2009-10-11~2009-10-17 Week 42,12200.56,1313.16,240.16,5.11,15211.0,15939.0,76732.0,95769.0
2009-10-18~2009-10-24 Week 43,12389.16,1191.74,241.61,5.14,13989.0,8827.0,77656.0,106209.0
2009-10-25~2009-10-31 Week 44,11255.09,1333.6,240.92,4.7,9425.0,16205.0,66306.0,95938.0
2009-11-1~2009-11-7 Week 45,11923.99,1332.26,241.65,4.96,10227.0,10282.0,72184.0,106210.0
2009-11-8~2009-11-14 Week 46,13120.39,1350.91,242.2,5.45,17033.0,11326.0,82962.0,107512.0
2009-11-15~2009-11-21 Week 47,13761.97,1246.23,241.62,5.71,15561.0,16816.0,80508.0,116774.0
2009-11-22~2009-11-28 Week 48,12869.7,1200.09,241.87,5.34,15471.0,11664.0,80027.0,107543.0
2009-11-29~2009-12-5 Week 49,13040.94,1259.09,242.76,5.41,9315.0,11933.0,75903.0,120421.0
2009-12-6~2009-12-12 Week 50,13588.27,1515.52,242.99,5.64,12602.0,13092.0,80943.0,119892.0
2009-12-13~2009-12-19 Week 51,12934.88,1137.94,246.19,5.26,9688.0,9306.0,85650.0,110899.0
2009-12-20~2009-12-26 Week 52,13739.52,1139.75,245.48,5.61,15414.0,14928.0,91835.0,106914.0
2009-12-27~2010-1-2 Week 1,13534.04,1449.17,242.7,5.6,16042.0,8278.0,79465.0,121813.0
2010-1-3~2010-1-9 Week 2,13588.09,1123.23,244.62,5.58,11337.0,14865.0,88914.0,111411.0
2010-1-10~2010-1-16 Week 3,14481.84,1488.87,244.49,5.96,15425.0,18752.0,89093.0,117961.0
2010-1-17~2010-1-23 Week 4,15111.72,1345.08,242.51,6.25,11717.0,9474.0,108901.0,121771.0
2010-1-24~2010-1-30 Week 5,16074.34,1144.79,242.71,6.63,14194.0,18912.0,112518.0,122497.0
2010-1-31~2010-2-6 Week 6,15681.57,1192.6,242.55,6.46,11360.0,13767.0,129466.0,106865.0
2010-2-7~2010-2-13 Week 7,14190.09,984.77,243.04,5.82,9409.0,13588.0,101148.0,112367.0
2010-2-14~2010-2-20 Week 8,13336.2,921.5,242.83,5.49,15767.0,8769.0,96091.0,101632.0
2010-2-21~2010-2-27 Week 9,13355.33,1068.85,241.09,5.55,14447.0,18361.0,94662.0,95126.0
2010-2-28~2010-3-6 Week 10,6324.46,922.41,242.41,2.62,2893.0,3013.0,33709.0,65533.0
2010-3-7~2010-3-13 Week 11,13491.83,1251.13,243.16,5.56,12837.0,19356.0,93214.0,99513.0
2010-3-14~2010-3-20 Week 12,11806.98,1255.99,241.67,4.89,6525.0,9335.0,82053.0,99113.0
2010-3-21~2010-3-27 Week 13,12395.78,1337.53,241.19,5.15,8924.0,14981.0,91262.0,91595.0
2010-3-28~2010-4-3 Week 14,12392.54,1453.83,241.7,5.16,7468.0,17063.0,93505.0,88776.0
2010-4-4~2010-4-10 Week 15,10304.82,1266.68,242.26,4.28,7360.0,8515.0,74878.0,81297.0
2010-4-11~2010-4-17 Week 16,11207.77,1170.93,241.54,4.67,14304.0,12056.0,83888.0,76799.0
2010-4-18~2010-4-24 Week 17,10758.1,1319.59,241.22,4.49,9229.0,8986.0,87290.0,73773.0
2010-4-25~2010-5-1 Week 18,8286.77,1324.99,241.61,3.47,5729.0,10156.0,51626.0,70684.0
2010-5-2~2010-5-8 Week 19,11398.15,1107.69,237.87,4.8,10429.0,14780.0,84509.0,80503.0
2010-5-9~2010-5-15 Week 20,11863.04,1208.53,241.95,4.93,11595.0,9965.0,91598.0,84626.0
2010-5-16~2010-5-22 Week 21,11120.61,1132.19,241.32,4.64,9848.0,8509.0,86441.0,80892.0
2010-5-23~2010-5-29 Week 22,10186.71,1490.54,240.24,4.31,10136.0,9090.0,75176.0,75531.0
2010-5-30~2010-6-5 Week 23,10080.4,1232.24,240.52,4.28,20628.0,8304.0,77525.0,61746.0
2010-6-6~2010-6-12 Week 24,10314.82,1519.72,241.36,4.39,19861.0,10751.0,76514.0,64980.0
2010-6-13~2010-6-19 Week 25,9660.96,1345.04,241.02,4.1,11117.0,11221.0,69953.0,68902.0
2010-6-20~2010-6-26 Week 26,9472.93,1563.67,240.68,4.06,13447.0,18189.0,69429.0,56918.0
2010-6-27~2010-7-3 Week 27,8974.25,2047.75,240.23,3.87,6508.0,7179.0,53627.0,82519.0
2010-7-4~2010-7-10 Week 28,7943.43,1758.07,240.55,3.42,4344.0,6387.0,50459.0,71466.0
2010-7-11~2010-7-17 Week 29,8355.49,1695.19,240.5,3.61,6980.0,7952.0,47845.0,76767.0
2010-7-18~2010-7-24 Week 30,6795.47,1707.55,241.15,2.91,2936.0,8535.0,39195.0,62871.0
2010-7-25~2010-7-31 Week 31,5484.55,1325.48,240.18,2.36,1708.0,8664.0,35487.0,46116.0
2010-8-1~2010-8-7 Week 32,3849.42,1230.57,241.11,1.68,0.0,3697.0,28594.0,32507.0
2010-8-8~2010-8-14 Week 33,3768.54,1192.6,241.03,1.65,0.0,3642.0,28809.0,31158.0
2010-8-15~2010-8-21 Week 34,8276.82,1191.69,241.02,3.5,6230.0,8729.0,42350.0,81000.0
2010-8-22~2010-8-28 Week 35,7804.82,1431.16,241.59,3.34,4925.0,11093.0,57590.0,56795.0
2010-8-29~2010-9-4 Week 36,10604.45,1277.92,241.06,4.48,12465.0,6678.0,81606.0,76263.0
2010-9-5~2010-9-11 Week 37,9531.69,1290.98,241.48,4.04,10412.0,8890.0,63737.0,76044.0
2010-9-12~2010-9-18 Week 38,9190.48,1337.69,241.11,3.89,8954.0,13470.0,63705.0,67106.0
2010-9-19~2010-9-25 Week 39,9352.54,1239.91,240.95,3.95,10294.0,6176.0,68053.0,71348.0
2010-9-26~2010-10-2 Week 40,10465.51,1144.57,240.94,4.36,13330.0,5144.0,73314.0,82631.0
2010-10-3~2010-10-9 Week 41,11708.91,1378.34,240.93,4.9,11807.0,9663.0,71807.0,101991.0
2010-10-10~2010-10-16 Week 42,12006.52,1524.31,240.71,5.05,10719.0,11083.0,78117.0,100252.0
2010-10-17~2010-10-23 Week 43,12732.53,1371.86,242.4,5.29,12006.0,20736.0,73773.0,105615.0
2010-10-24~2010-10-30 Week 44,10582.38,1334.32,244.53,4.38,6515.0,16597.0,61563.0,91725.0
2010-10-31~2010-11-6 Week 45,11440.64,1384.85,243.9,4.75,11735.0,15657.0,59347.0,104143.0
2010-11-7~2010-11-13 Week 46,13101.57,1094.29,238.56,5.52,11765.0,10911.0,76209.0,119498.0
2010-11-14~2010-11-20 Week 47,12297.11,1088.83,240.45,5.16,14114.0,9659.0,67336.0,114119.0
